Age,TotalAmountSpent,AverageAmountSpent,NumTransactions,number_of_interactions,resolved_interactions,resolution_rate,LoginFrequency,Recency,Gender_F,Gender_M,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,IncomeLevel_High,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website
-0.05576283428954877,1.819259110789674,1.048531518958664,1.1014099888029563,0.6927592896553647,0.24458036018719223,-0.08627870477056564,0.8756317137250668,-0.10211875992282503,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.65170085143507,-0.8724998323237778,0.8417712791875054,-1.1829959138994712,0.6927592896553647,0.24458036018719223,-0.08627870477056564,-0.26260821126573486,-0.024651263909844866,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.3857111819108163,1.3130044512165395,0.44188685221793955,1.1014099888029563,-1.4435028370351872,0.24458036018719223,1.3867723522878739,1.5158916715323927,0.7016065112118441,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.4097190873778949,-0.2992340211439445,-1.2481716168341446,0.720675671685885,0.6927592896553647,0.24458036018719223,-0.08627870477056564,0.021951769981965533,-0.7218587280266663,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-1.0532240950054994,-1.2534200532386097,1.215150030195983,-1.5637302310165424,-1.4435028370351872,-1.7009452322109286,-1.5593297618290052,0.8756317137250668,1.0308433692670098,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.9867266776244361,-0.09004569959422104,0.7044846515288116,-0.4215272796653287,0.6927592896553647,0.24458036018719223,-0.08627870477056564,-0.9740081643849858,1.2245121092994602,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0746932611885287,0.12199416032174473,-0.25264701676082585,0.33994135456881375,0.6927592896553647,2.190105952585313,1.3867723522878739,-0.19146821595380978,-0.4507224919812357,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1.4071803480938456,-1.4941218712190034,-1.092312767688775,-1.5637302310165424,0.6927592896553647,0.24458036018719223,-0.08627870477056564,-0.6894481831372855,1.2729292943075727,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0532240950054994,-0.8574692936456398,-0.4518760253101092,-0.8022615967823999,0.6927592896553647,0.24458036018719223,-0.08627870477056564,-0.6183081878253603,1.311663042314063,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.1862189297676262,1.7410150300112823,0.4949904595049059,1.4821443059200274,0.6927592896553647,0.24458036018719223,-0.08627870477056564,0.16423176060581574,-0.22800344094391778,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-0.7207370081001826,-1.582732759702707,-2.5625155506966704,-1.1829959138994712,0.6927592896553647,0.24458036018719223,-0.08627870477056564,1.017911704348917,0.7887574442264468,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1.0746932611885287,1.119686139920063,0.21023363122790373,1.1014099888029563,0.6927592896553647,-1.7009452322109286,-1.5593297618290052,-1.187428150320761,-0.46040592898285826,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.07723200047257799,-0.6958377030731101,-0.7473557656024271,-0.4215272796653287,-1.4435028370351872,0.24458036018719223,1.3867723522878739,1.5158916715323927,0.12060029111449293,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.2552550864327389,1.3494748274240427,0.07793943811770379,1.4821443059200274,0.6927592896553647,2.190105952585313,1.3867723522878739,1.3736116809085424,0.662872763205354,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
-0.3882499211948657,-0.7579852495224323,-0.13397823137359463,-0.8022615967823999,0.6927592896553647,0.24458036018719223,-0.08627870477056564,0.16423176060581574,1.5827992783594933,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.2076880959506555,0.9164540690699206,1.0166874508311166,0.33994135456881375,0.6927592896553647,0.24458036018719223,-0.08627870477056564,-0.12032822064188467,-1.554634310166203,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.319213764529753,0.5305236685957093,0.4000738822680787,0.33994135456881375,0.6927592896553647,0.24458036018719223,-0.08627870477056564,-1.4719881315684615,0.48857089717614866,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.5401751828559724,-0.9063185443495884,0.6796715066833108,-1.1829959138994712,-1.4435028370351872,0.24458036018719223,1.3867723522878739,0.23537175591774084,-1.612734932175938,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1.5401751828559724,0.8446992368165758,-0.11928301624737708,1.1014099888029563,0.6927592896553647,0.24458036018719223,-0.08627870477056564,0.5910717324773663,-0.024651263909844866,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.2527163471486897,0.8887781569826044,0.37879330685789747,0.720675671685885,0.6927592896553647,0.24458036018719223,-0.08627870477056564,-1.045148159696911,-0.6153409210088185,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.4522085992918798,-1.1373064769608663,2.3282606823642618,-1.5637302310165424,0.6927592896553647,0.24458036018719223,-0.08627870477056564,0.8044917184131416,0.1496506021193605,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.787234425481246,1.6764556684017267,0.42622472990304733,1.4821443059200274,0.6927592896553647,-1.7009452322109286,-1.5593297618290052,0.30651175122966595,1.3600802273221755,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
